frequency_rank,character,pinyin,definition,radical,radical_code,stroke_count,hsk_level,general_standard_num
3025,沁,qìn,"soak into, seep in, percolate",水,85.4,7,,0872
3026,奕,yì,"in sequence, orderly; abundant",大,37.6,9,,4306
3027,咙,lóng,throat,口,30.5,8,6,1089
3028,氨,ān,ammonia; hydrogen nitride,气,84.6,10,,1937
3029,矗,chù,"straight, upright, erect, lofty",目,109.19,24,,3500
3030,盔,kuī,helmet; bowl; basin,皿,108.6,11,,2243
3031,拇,mǔ,thumb; big toe,手,64.5,8,,0994
3032,沛,pèi,"abundant, full, copious; sudden",水,85.4,7,6,0857
3033,榻,tà,"cot, couch, bed",木,75.10,14,,5662
3034,揣,chuāi,put things under clothes,手,64.9,12,,2525
3035,崭,zhǎn,"high, steep, precipitous; new",山,46.8,11,6,2294
3036,鞘,qiào,"scabbard, sheath",革,177.7,16,,6047
3037,鞠,jū,"bow, bend; rear, raise, nourish",革,177.8,17,6,3391
3038,垦,kěn,"cultivate, reclaim, to farm land",土,32.6,9,,1719
3039,洽,qià,"to blend with, be in harmony; to penetrate; to cover; a river in Shenxi",水,85.6,9,6,1674
3040,唾,tuò,"spit, spit on; saliva",口,30.8,11,6,2287
3041,橱,chú,"cabinet, wardrobe, cupboard",木,75.12,16,,3330
3042,仕,shì,official; serve government,人,9.3,5,,3542
3043,蜘,zhī,spider,虫,142.8,14,,3108
3044,痰,tán,"phlegm, mucus, spittle",疒,104.8,13,,2991
3045,袜,wà,"socks, stockings",衣,145.5,10,4,2115
3046,峙,zhì,"stand erect, stand up; pile up",山,46.6,9,,4230
3047,柬,jiǎn,"letter, invitation; choose",木,75.5,9,6,1442
3048,蝉,chán,cicada; continuous,虫,142.8,14,,3109
3049,蟹,xiè,"crab, brachyura",虫,142.13,19,,3464
3050,谏,jiàn,"remonstrate, admonish",言,149.9,11,,4995
3051,鹃,juān,cuckoo,鳥,196.7,12,,2640
3052,擎,qíng,"lift up, hold up, support",手,64.13,16,6,3324
3053,皓,hào,"bright, luminous; clear; hoary",白,106.7,12,,2698
3054,朕,zhèn,,月,74.6,10,,4595
3055,疤,bā,"scar, cicatrix; birthmark",疒,104.4,9,6,1628
3056,禺,yú,district; mountain in Zhejiang,禸,114.4,9,,4195
3057,铲,chǎn,"spade, shovel, trowel, scoop",金,167.6,11,,2308
3058,酶,méi,enzymes; (Cant.) soft,酉,164.7,14,,5673
3059,钝,dùn,"blunt, obtuse; dull; flat; dull-witted",金,167.4,9,6,1526
3060,氓,máng,people; subjects; vassals,氏,83.4,8,6,1226
3061,匣,xiá,"small box, case, coffer",匚,22.5,7,,0692
3062,弧,hú,"wooden bow; arc, crescent",弓,57.5,8,,1312
3063,峨,é,lofty,山,46.7,10,,1920
3064,锥,zhuī,"gimlet, awl, drill, auger; bore",金,167.8,13,,2941
3065,揪,jiū,"grasp with hand, pinch",手,64.9,12,,2527
3066,杠,gāng,"lever, pole, crowbar; sharpen",木,75.3,7,6,0679
3067,吭,kēng,throat,口,30.4,7,,0746
3068,崛,jué,"towering, eminent; rise abruptly",山,46.8,11,,2300
3069,诬,wū,make false accusation; defame,言,149.7,9,6,1706
3070,冉,rǎn,tender; weak; proceed gradually,冂,13.3,5,,0258
3071,抒,shū,express; eliminate; relieve,手,64.4,7,6,0659
3072,庚,gēng,7th heavenly stem,广,53.5,8,,1219
3073,悍,hàn,"courageous, brave; violent",心,61.7,10,,2093
3074,靡,mí,"divide, disperse, scatter",非,175.11,19,,3466
3075,晦,huì,"dark, unclear, obscure; night",日,72.7,11,,2269
3076,醋,cù,"vinegar; jealousy, envy",酉,164.8,15,5,3222
3077,壕,háo,"trench, ditch, channel, moat",土,32.14,17,,6201
3078,锯,jù,a saw; to saw; amputate,金,167.8,13,,2944
3079,夭,yāo,"young, fresh-looking; die young",大,37.1,4,,0126
3080,咦,yí,exclamation of surprise,口,30.6,9,,4202
3081,侈,chǐ,"luxurious, extravagant",人,9.6,8,6,1152
3082,婢,bì,servant girl; your servant,女,38.8,11,,5020
3083,猾,huá,"crafty, cunning, shrewd; deceitful",犬,94.10,12,5,2720
3084,徘,pái,"walk back and forth, hesitate",彳,60.8,11,6,2339
3085,硝,xiāo,"saltpeter, niter; to tan",石,112.7,12,,2590
3086,煽,shān,"stir up, incite, agitate, provoke",火,86.10,14,,3159
3087,皂,zào,soap; black; menial servant,白,106.2,7,5,0787
3088,舵,duò,"rudder, helm",舟,137.5,11,,2346
3089,嗦,suo,suck,口,30.10,13,6,2904
3090,狈,bèi,a legendary animal with short forelegs which rode a wolf,犬,94.4,7,6,0813
3091,靴,xuē,boots,革,177.4,13,,2849
3092,捂,wǔ,resist,手,64.7,10,,1785
3093,疮,chuāng,"tumor, boil, sore, wound",疒,104.4,9,,1625
3094,郝,hǎo,surname; place in modern Shanxi,邑,163.7,9,,4103
3095,苛,kē,"small, petty; harsh, rigorous",艸,140.5,8,,1001
3096,秽,huì,"dirty, unclean; immoral, obscene",禾,115.6,11,,2315
3097,茜,qiàn,"madder, rubia cordifolia; reeds",艸,140.6,9,,4108
3098,搓,cuō,to rub or roll between the hands,手,64.10,12,6,2534
3099,芸,yún,"rue, herb used to keep insects away; to cut grass or weeds; art, talent, ability, craft, technique, performance, acting, trick, stunt",艸,140.4,7,,3661
3100,酱,jiàng,any jam-like or paste-like food,酉,164.6,13,5,2986
3101,赁,lìn,"rent, hire; hired person",貝,154.6,10,6,1965
3102,檐,yán,"eaves of house; brim, rim",木,75.13,17,,3395
3103,饷,xiǎng,rations and pay for soldiers,食,184.6,9,,4299
3104,蕉,jiāo,banana; plantain,艸,140.12,15,3,3209
3105,铀,yóu,uranium,金,167.5,10,,4536
3106,苔,tái,"moss, lichen",艸,140.5,8,,1015
3107,赦,shè,"forgive, remit, pardon",赤,155.4,11,,2172
3108,缎,duàn,satin,糸,120.9,12,,2817
3109,舷,xián,"the sides of a boat, bulwarks; a gunwale",舟,137.5,11,,4918
3110,筷,kuài,chopsticks,竹,118.7,13,3,2955
3111,朔,shuò,first day of lunar month; the north,月,74.6,10,,4635
3112,婪,lán,"covet; covetous, avaricious",女,38.8,11,6,2222
3113,紊,wěn,"confused, disorder",糸,120.4,10,6,2036
3114,厮,sī,servant; to make a disturbance,厂,27.12,14,,5675
3115,婿,xù,son-in-law; husband,女,38.9,12,,2812
3116,寥,liáo,"few, scarce; empty, deserted",宀,40.11,14,,3176
3117,兢,jīng,"fearful, cautious, wary",儿,10.12,14,6,3077
3118,糙,cāo,"coarse, harsh, rough, unpolished rice",米,119.11,16,5,3373
3119,卦,guà,fortune telling; tell fortunes,卜,25.6,8,,0954
3120,槐,huái,locust tree,木,75.10,13,,2868
3121,扒,bā,scratch; dig up; crawl; crouch,手,64.2,5,6,0201
3122,裴,péi,surname; look of a flowing gown,衣,145.8,14,,5688
3123,祀,sì,"to sacrifice, worship",示,113.3,7,,0891
3124,埔,bù,"plain, arena; port, market",土,32.7,10,,4413
3125,絮,xù,"waste cotton, raw silk or cotton",糸,120.6,12,,2809
3126,芭,bā,plantain or banana palm; fragrant,艸,140.4,7,,0676
3127,屉,tì,drawer; tray; pad; screen,尸,44.5,8,5,1307
3128,痪,huàn,"paralysis, numbness of limbs",疒,104.7,12,6,2733
3129,霄,xiāo,"sky; clouds, mist; night",雨,173.7,15,,3230
3130,绽,zhàn,"ripped seam, rend, crack",糸,120.8,11,,2497
3131,宵,xiāo,"night, evening, dark",宀,40.7,10,6,2100
3132,邑,yì,"area, district, city, state",邑,163.0,7,,0748
3133,霖,lín,"long spell of rain, copious rain",雨,173.8,16,,6076
3134,岔,chà,"diverge, branch off; fork in road",山,46.4,7,6,0802
3135,饵,ěr,"bait; bait, entice; dumplings",食,184.6,9,,1610
3136,茄,jiā,eggplant,艸,140.5,8,,1013
3137,韧,rèn,"strong and pliable, resilient",韋,178.3,7,6,0610
3138,琪,qí,type of jade,玉,96.8,12,,5045
3139,邹,zōu,name of an ancient state; surname,邑,163.5,7,,3749
3140,瑚,hú,coral; person of virtue,玉,96.9,13,,5340
3141,憋,biē,to suppress inner feelings; hasty,心,61.12,15,6,3289
3142,殆,dài,"dangerous, perilous; endanger",歹,78.5,9,,4177
3143,噜,lū,"verbose, talkative; mumbling",口,30.12,15,,5935
3144,忒,tè,excessive; too; very-usually of objectionable things; to err; to mistake; changeable,心,61.3,7,,3689
3145,忿,fèn,"get angry; fury, exasperation",心,61.4,8,,1179
3146,衅,xìn,consecrate sacrificial vessels by smearing blood; rift,血,143.5,11,6,2338
3147,淳,chún,"honest, simple, unsophisticated; cyanogen; ethane dinitrile",水,85.8,11,,2427
3148,悖,bèi,"be contradictory to, go counter",心,61.7,10,,2090
3149,髦,máo,flowing hair of young child,髟,190.4,14,5,5630
3150,孜,zī,be as diligent as possible,子,39.4,7,,3801
3151,粤,yuè,Guangdong and Guangxi provinces; initial particle,米,119.6,12,,2700
3152,隘,ài,"narrow, confined; a strategic pass",阜,170.10,12,6,2807
3153,濒,bīn,"approach, be on verge of; near",水,85.13,16,6,3377
3154,铮,zhēng,clanging sound; small gong,金,167.8,11,,4881
3155,畸,jī,"odd, fractional, remainder, odds",田,102.8,13,,2912
3156,剔,tī,pick out; scrape off; scrape meat,刀,18.8,10,6,1896
3157,坞,wù,"entrenchment, bank, low wall",土,32.4,7,,3655
3158,篱,lí,bamboo or wooden fence; hedge,竹,118.11,16,,3360
3159,淀,diàn,"shallow water, swamp; swampy",水,85.8,11,6,2431
3160,蓦,mò,"suddenly, quickly, abruptly",馬,187.10,13,,5373
3161,唬,hǔ,to intimidate; to scare,口,30.8,11,,2281
3162,锣,luó,gong,金,167.8,13,,2939
3163,汀,tīng,"sandbar, beach, bank, shore",水,85.2,5,,3553
3164,趾,zhǐ,"toe; tracks, footprints",足,157.4,11,,2274
3165,缉,jī,to sew in close stitches,糸,120.9,12,6,2816
3166,嫦,cháng,name of a moon goddess,女,38.11,14,,5833
3167,斟,zhēn,to pour wine or tea into a cup; to gauge,斗,68.9,13,6,2846
3168,鞍,ān,saddle; any saddle-shaped object,革,177.6,15,,3208
3169,扳,bān,pull; drag; right itself,手,64.4,7,,0634
3170,拴,shuān,"bind with rope, fasten",手,64.6,9,,1385
3171,诅,zǔ,"curse; swear, pledge",言,149.5,7,,3796
3172,谟,mó,"scheme, plan; plan; be without",言,149.10,12,,5303
3173,呃,è,belch; hiccup,口,30.4,7,,3703
3174,懦,nuò,"weak, timid, cowardly",心,61.14,17,,3431
3175,逞,chěng,"indulge oneself; brag, show off",辵,162.7,10,,1886
3176,犁,lí,plow,牛,93.7,11,,2314
3177,忏,chàn,"regret, repent; confess sins",心,61.3,6,,3630
3178,拧,níng,"pinch; twist, wring; determined",手,64.5,8,6,0985
3179,亥,hài,12th terrestrial branch,亠,8.4,6,,0524
3180,佟,tóng,a name,人,9.5,7,,3733
3181,叱,chì,"scold, shout at, bawl out",口,30.2,5,,3539
3182,舜,shùn,legendary ruler,舛,136.6,12,,5225
3183,绊,bàn,"loop, catch; fetter, shackle",糸,120.5,8,,1346
3184,龚,gōng,"give, present; reverential",龍,212.6,11,,4801
3185,腮,sāi,lower part of face; jaw; gills of a fish,肉,130.9,13,,2971
3186,邸,dǐ,"official residence, residence of",邑,163.5,7,,3743
3187,椒,jiāo,"pepper, spices",木,75.8,12,5,2570
3188,蔚,wèi,"luxuriant, thick; ornamental",艸,140.11,14,6,3076
3189,湛,zhàn,"deep; profound; clear; tranquil, placid",水,85.9,12,,5277
3190,狩,shòu,winter hunting; imperial tour,犬,94.6,9,,4294
3191,眶,kuàng,eye socket; rim of eye,目,109.6,11,6,2258
3192,栈,zhàn,"warehouse; tavern, inn",木,75.5,9,,1425
3193,薇,wēi,"Osmunda regalis, a species of fern",艸,140.13,16,,3323
3194,肮,āng,dirty,肉,130.4,8,,1187
3195,瀑,pù,"waterfall, cascade; heavy rain",水,85.15,18,6,3448
3196,渣,zhā,"refuse, dregs, lees, sediment",水,85.9,12,6,2753
3197,褂,guà,"jacket, overcoat, coat; gown",衣,145.8,13,,3031
3198,叽,jī,sigh in disapproval; take small,口,30.2,5,,0251
3199,臀,tún,buttocks,肉,130.13,17,,3433
3200,妞,niū,girl,女,38.4,7,,3813
3201,巍,wēi,"high, lofty, majestic, eminent",山,46.18,20,,3481
3202,唔,wú,"hold in mouth; bite; (Cant.) not, negation",口,30.7,10,,4500
3203,疚,jiù,"chronic disease, chronic illness; sorrow",疒,104.3,8,,1215
3204,鲤,lǐ,carp,魚,195.7,15,,3276
3205,戎,róng,"arms, armaments; military affair",戈,62.2,6,,0352
3206,肇,zhào,"begin, commence, originate",聿,129.8,14,,3178
3207,笃,dǔ,"deep, true, sincere, genuine",竹,118.3,9,,4255
3208,辙,zhé,"wagon ruts, wheel tracks",車,159.12,16,6,3339
3209,娴,xián,"elegant, refined; skillful",女,38.7,10,,4693
3210,阮,ruǎn,ancient musical instrument: surname,阜,170.4,6,,3639
3211,札,zhá,"letter, note; correspondence",木,75.1,5,,3532
3212,懊,ào,"vexed, worried, nervous; regret",心,61.13,15,,3302
3213,焘,dào,"shine, illuminate; cover, envelope",火,86.7,11,,4711
3214,恤,xù,"show pity; relieve, help",心,61.6,9,,1689
3215,疹,zhěn,measles; rash; fever,疒,104.5,10,,2030
3216,潇,xiāo,sound of beating wind and rain,水,85.11,14,6,3160
3217,铝,lǚ,aluminum,金,167.6,11,,2305
3218,涤,dí,"wash, cleanse, purify; sweep",水,85.7,10,,2079
3219,恃,shì,"rely on, presume on, trust to",心,61.6,9,,1684
3220,喽,lóu,used in onomatopoetic expressions,口,30.9,12,,5158
3221,砌,qì,"to build, pile up; stone steps, brick walk",石,112.4,9,,1450
3222,遁,dùn,"hide, conceal oneself; escape",辵,162.9,12,,5216
3223,楞,léng,used for Ceylon in Buddhist texts,木,75.9,13,,7497
3224,阱,jǐng,"pitfall, trap, snare",阜,170.4,6,6,3638
3225,咎,jiù,"fault, defect; error, mistake",口,30.5,8,,3989
3226,洼,wā,hollow; pit; depression; swamp,水,85.6,9,,1662
3227,炳,bǐng,"bright, luminous; glorious",火,86.5,9,,4324
3228,噬,shì,bite; gnaw; snap at,口,30.13,16,,6105
3229,枫,fēng,maple tree,木,75.4,8,,1028
3230,拷,kǎo,torture and interrogate; hit,手,64.6,9,,1368
3231,哆,duō,"tremble, shiver, shudder, quiver",口,30.6,9,6,1511
3232,矶,jī,jetty; submerged rock; eddy,石,112.2,7,,3686
3233,苇,wěi,reed,艸,140.4,7,,0663
3234,翩,piān,"fly, flutter",羽,124.9,15,,3305
3235,窒,zhì,"stop up, obstruct",穴,116.6,11,,2456
3236,侬,nóng,I; you; family name,人,9.6,8,,3966
3237,靶,bǎ,target; splashboard on chariot,革,177.4,13,,2850
3238,胰,yí,pancreas; soap,肉,130.6,10,,1993
3239,芜,wú,luxurious growth of weeds,艸,140.4,7,,0662
3240,辫,biàn,"braid; pigtail, plait, queue",辛,160.10,17,6,3426
3241,嚎,háo,"cry loudly, yell, scream",口,30.14,17,,3413
3242,妾,qiè,concubine,女,38.5,8,,4001
3243,幌,huǎng,"curtain, cloth screen",巾,50.10,13,,2935
3244,踉,liáng,"hop, jump; hurriedly, urgently",足,157.7,14,,5703
3245,佃,diàn,tenant farmer; be a tenant farmer,人,9.5,7,,0776
3246,葫,hú,bottle-gourd,艸,140.9,12,,2545
3247,皖,wǎn,Anhui province,白,106.7,12,,2699
3248,拽,zhuāi,"drag, tow; throw; twist",手,64.6,9,6,1380
3249,滤,lǜ,"strain out, filter",水,85.10,13,6,3009
3250,睬,cǎi,notice; pay attention to,目,109.8,13,6,2901
3251,俞,yú,"surname; consent, approve",人,9.7,9,,4272
3252,匕,bǐ,"spoon, ladle; knife, dirk",匕,21.0,2,,0013
3253,谤,bàng,"slander, libel",言,149.10,12,6,2797
3254,嗤,chī,"laugh at, ridicule, sneer; snort",口,30.10,13,,5475
3255,捍,hàn,"ward off, guard against, defend",手,64.7,10,6,1792
3256,孵,fū,"sit on eggs, hatch",子,39.11,14,,3137
3257,倪,ní,"feeble, tiny, young and weak",人,9.8,10,,4571
3258,瘾,yǐn,"rash; addiction, craving, habit",疒,104.11,16,6,3368
3259,敝,bì,"break, destroy; broken, tattered",攴,66.8,11,,4955
3260,匡,kuāng,"correct, restore, revise",匚,22.4,6,,3563
3261,磋,cuō,"polish, buff; scrutinize",石,112.10,14,6,5680
3262,绫,líng,"thin silk, damask silk",糸,120.8,11,,5027
3263,淆,xiáo,"confused, in disarray, mixed up",水,85.8,11,6,2422
3264,尧,yáo,a legendary ancient emperor-sage,儿,10.4,6,,0406
3265,蕊,ruǐ,"unopened flowers, flower buds",艸,140.12,15,,3210
3266,烘,hōng,"bake, roast; dry by fire",火,86.6,10,6,2058
3267,璋,zhāng,jade plaything; jade ornament,玉,96.11,15,,5856
3268,亢,kàng,"high, proud; violent, excessive; skilled; name",亠,8.2,4,,0162
3269,轧,yà,crush by weight; grind,車,159.1,5,,0224
3270,赂,lù,bribe; give present,貝,154.6,10,6,1926
3271,蝗,huáng,kind of locust,虫,142.9,15,,3250
3272,榆,yú,elm tree,木,75.9,13,,2869
3273,骏,jùn,"excellent horse, noble steed",馬,187.7,10,,2154
3274,诛,zhū,"execute, kill, put to death; punish",言,149.6,8,,4051
3275,勺,sháo,"spoon, ladle; unit of volume",勹,20.1,3,4,0049
3276,梵,fàn,"Buddhist, Sanskrit",木,75.7,11,,4770
3277,炽,chì,"burning-hot, intense; to burn, blaze; splendid, illustrious",火,86.5,9,,4326
3278,笠,lì,bamboo hat; bamboo covering,竹,118.5,11,,4898
3279,颌,hé,mouth; jaw,頁,181.6,12,,5221
3280,闸,zhá,"sluice; flood gate, canal lock",門,169.5,8,,1227
3281,狒,fèi,baboon,犬,94.5,8,,3988
3282,樊,fán,a railing; a fence an enclosed place,木,75.11,15,,5888
3283,镕,róng,"fuse, melt, smelt; mold",金,167.10,15,,7790
3284,垢,gòu,"dirt, filth, stains; dirty",土,32.6,9,,1384
3285,瘟,wēn,"epidemic, plague, pestilence",疒,104.10,14,,3146
3286,缪,móu,"wind around, bind; prepare",糸,120.11,14,,5847
3287,菇,gū,mushrooms,艸,140.8,11,,2218
3288,琦,qí,"gem, precious stone, jade",玉,96.8,12,,5047
3289,剃,tì,shave,刀,18.7,9,,1661
3290,迸,bèng,gush out; burst forth; split,辵,162.8,9,6,4321
3291,溺,nì,drown; submerge in water; indulge,水,85.10,13,,3020
3292,炫,xuàn,"shine, glitter; show off, flaunt",火,86.5,9,6,1659
3293,惚,hū,"absent-minded, confused",心,61.8,11,,4990
3294,嗨,hāi,an exclamation,口,30.10,13,6,5473
3295,陨,yǔn,"fall, slip; let fall; die",阜,170.7,9,,1731
3296,赃,zāng,"booty, loot, stolen goods; bribe",貝,154.6,10,,1927
3297,羁,jī,"halter; restrain, hold, control",网,122.12,17,,6237
3298,臻,zhēn,"reach, arrive; utmost, superior",至,133.10,16,,6081
3299,嘀,dí,backbite,口,30.11,14,,3111
3300,膳,shàn,"meals, provisions, board",肉,130.12,16,,6136
3301,赣,gàn,Jiangxi province; places therein,貝,154.17,21,,3495
3302,踌,chóu,"hesitate, falter; smug, self-satisfied",足,157.7,14,,5702
3303,殉,xùn,"die for cause, be martyr for",歹,78.6,10,,1873
3304,桔,jú,Chinese bellflower; well-swept; the inner fibers of corn-stalks,木,75.6,10,5,1836
3305,瞿,qú,surname,目,109.13,18,,6328
3306,闽,mǐn,fujian province; a river; a tribe,門,169.6,9,,1637
3307,豚,tún,"small pig, suckling pig; suffle",豕,152.4,11,,2358
3308,掺,càn,"mix, blend, adulterate",手,64.8,11,,2191
3309,沌,dùn,"chaotic, confused; turbid, murky",水,85.4,7,,3770
3310,惰,duò,"indolent, careless, lazy, idle",心,61.9,12,6,2772
3311,喳,zhā,whispering,口,30.9,12,,2619
3312,椭,tuǒ,"oval-shaped, elliptical, tubular",木,75.8,12,6,2579
3313,咪,mī,,口,30.6,9,,1514
3314,霎,shà,"light rain, drizzle; an instant; passing",雨,173.8,16,,3338
3315,侃,kǎn,upright and strong; amiable,人,9.6,8,6,3958
3316,猝,cù,"abruptly, suddenly; abrupt",犬,94.8,11,,4928
3317,窖,jiào,"pit, cellar",穴,116.7,12,,2785
3318,戮,lù,"kill, massacre; oppress",戈,62.11,15,,6019
3319,祠,cí,ancestral temple; offer sacrifice,示,113.5,9,,1713
3320,瞩,zhǔ,"watch carefully, stare at, focus on",目,109.12,17,6,3405
3321,菁,jīng,flower of leek family; turnip,艸,140.8,11,,4746
3322,躇,chú,"hesitate, falter, be undecided",足,157.13,18,,6332
3323,佬,lǎo,"(Cant.) man, person; mature",人,9.6,8,,3951
3324,肋,lē,ribs; chest,肉,130.2,6,,0496
3325,咄,duō,"noise of rage, cry out in anger",口,30.5,8,,1103
3326,忡,chōng,"a sad, uneasy countenance",心,61.4,7,,3785
3327,雍,yōng,"harmony, union; harmonious",隹,172.5,13,,5551
3328,忱,chén,"truth, sincerity; sincere",心,61.4,7,,0875
3329,蕾,lěi,"buds, unopened flowers",艸,140.13,16,6,3320
3330,跄,qiāng,walk rapidly,足,157.4,11,,4830
3331,硅,guī,silicon,石,112.6,11,,2240
3332,伎,jì,"talent, skill, ability",人,9.4,6,,3602
3333,炊,chuī,cook; meal,火,86.4,8,6,1235
3334,钊,zhāo,"endeavor, strive; encourage; cut",金,167.2,7,,3721
3335,蝠,fú,kind of bat,虫,142.9,15,,3247
3336,屎,shǐ,"excrement, shit, dung",尸,44.6,9,,1725
3337,拭,shì,wipe away stains with cloth,手,64.6,9,,1364
3338,谛,dì,"careful, attentive",言,149.9,11,,5008
3339,褪,tuì,"strip, undress; fall off; fade",衣,145.10,14,,3180
3340,丞,chéng,"assist, aid, rescue",一,1.5,6,,3641
3341,卉,huì,general term for plants; myriads,十,24.3,5,,0200
3342,隧,suì,"tunnel, underground passageway, path to a tomb",阜,170.13,14,6,3182
3343,茸,rōng,"soft, downy; buds, sprouts",艸,140.6,9,,1402
3344,钳,qián,"pincers, pliers, tongs; to compress",金,167.5,10,,1929
3345,啃,kěn,"gnaw, chew, bite",口,30.8,11,6,2275
3346,伢,yá,child,人,9.4,6,,3604
3347,闺,guī,,門,169.6,9,,1635
3348,舔,tiǎn,lick with tongue; taste,舌,135.8,14,6,3117
3349,蹬,dēng,"step on, tread on; lose energy",足,157.12,19,6,3460
3350,挛,luán,tangled; entwined; crooked,手,64.6,10,,4612
3351,眺,tiào,"look at, gaze at, scan, survey",目,109.6,11,,4814
3352,袱,fú,a piece of cloth used wrap bundles,衣,145.6,11,6,2463
3353,陇,lǒng,mountain located between Shanxi,阜,170.5,7,,3802
3354,殴,ōu,"beat, fight with fists, hit",殳,79.4,8,6,1054
3355,柿,shì,persimmon,木,75.5,9,4,1436
3356,梧,wú,"Chinese parasoltree, Sterculia platanifolia",木,75.7,11,,2224
3357,惺,xīng,"intelligent, clever, astute",心,61.9,12,,5295
3358,弛,chí,"loosen, relax, unstring a bow",弓,57.3,6,,0569
3359,侥,jiǎo,"be lucky; by chance, by luck",人,9.6,8,6,1142
3360,琛,chēn,"treasure, valuables",玉,96.8,12,,5055
3361,捅,tǒng,jab,手,64.7,10,,1813
3362,酝,yùn,"liquor, spirits, wine; ferment",酉,164.4,11,6,2236
3363,薯,shǔ,"yam, tuber, potato",艸,140.14,16,,3321
3364,曳,yè,"trail, tow, drag, pull",曰,73.2,6,,3592
3365,澈,chè,"thoroughly, completely",水,85.12,15,6,3297
3366,锈,xiù,"rust, corrode",金,167.7,12,6,2663
3367,稠,chóu,"dense, crowded, packed; soupy",禾,115.8,13,6,2949
3368,眸,móu,pupil of eye; eye,目,109.6,11,,4816
